Unidade;UF;Edital;Ordem;Atividade;Data;Pagina_PDF;Fonte_PDF
DSEI Manaus;AM;55/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32836/?Anexos-MAO.pdf
DSEI Maranhão;MA;56/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Maranhão;MA;56/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32870/?Anexos-MA.pdf
DSEI Médio Rio Purus;AM;58/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Médio Rio Purus;AM;58/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32803/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-582026-–-DSEI-MRP.pdf
DSEI Porto Velho;RO;63/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Porto Velho;RO;63/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32819/?Anexos-de-processo-simplificado-sanitarista-Porto-Velho.pdf
DSEI Rio Tapajós;PA;65/2025;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Rio Tapajós;PA;65/2025;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32816/?Anexos-de-processo-simplificado-sanitarista-Rio-Tapajos-1.pdf
DSEI Tocantins;TO;66/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Tocantins;TO;66/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32863/?Anexos-de-processo-simplificado-sanitarista-Tocantins-1.pdf
DSEI Vilhena;RO;68/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Vilhena;RO;68/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32791/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-682026-–-DSEI-Vilhena.pdf
DSEI Xavante;MT;69/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xavante;MT;69/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/33043/?Anexos-Xavante-Sanitarista.pdf
DSEI Xingu;MT;70/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Xingu;MT;70/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32852/?Anexos-de-processo-simplificado-sanitarista-Xingu-1-1.pdf
DSEI Yanomami;RR;37/2026;1;Publicação do Edital;17/06/2026;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;2;Impugnação do Edital;18 a 20/06;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;25/06 a 01/07;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;22/07;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;23 e 24/07;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;6;Resultado Final da Avaliação Documental e de Títulos;04/08;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;7;Convocação para a Entrevista;05/08;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;8;Período de Entrevistas;11 a 24/08;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;9;Resultado Preliminar das Entrevistas;26/08;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;27 e 28/08;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;11;Resultado final da Entrevista;09/09;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Yanomami;RR;37/2026;12;Resultado final do Processo Seletivo;11/09;1;https://agenciasus.org.br/shared-files/32969/?Anexos-Yanomami-.pdf
DSEI Ceará;CE;47/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Ceará;CE;47/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32787/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-472026-–-DSEI-CE.pdf
DSEI Litoral Sul;PR;54/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
DSEI Litoral Sul;PR;54/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
DSEI Litoral Sul;PR;54/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
DSEI Litoral Sul;PR;54/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
DSEI Litoral Sul;PR;54/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
DSEI Litoral Sul;PR;54/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32833/?Anexo-LSUL.pdf
