Unidade;UF;Edital;Cargo;Vagas;Ampla_Concorrencia;PcD;Pretos_Pardos;Indigenas;Quilombolas;PPIQ;Total;Lotacao;Outros;Formato;Pagina_PDF;Fonte_PDF
DSEI Yanomami;RR;11/2025;Analista Técnico de Saúde Indígena;;6;1;3;;;;10;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Analista Especializado de Saúde Indígena;;6;1;3;;;;10;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Antropólogo;;4;-;2;;;;6;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Apoiador Técnico em Saúde;;2;-;1;;;;3;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Assistente Social;;3;-;1;;;;4;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Biólogo;;2;-;-;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Cirurgião Dentista (40h);;9;1;4;;;;14;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Enfermeiro;;59;5;27;;;;91;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Engenheiro Civil;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Engenheiro Sanitarista;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Farmacêutico;;8;1;4;;;;13;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Fisioterapeuta;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Geólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Médico (20h);;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Médico Veterinário;;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Nutricionista;;3;-;2;;;;5;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Pedagogo;;3;-;1;;;;4;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Supervisor de Saúde Ambiental;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Terapeura Ocupacional;;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Assistente Administrativo;;20;2;9;;;;31;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Auxiliar de Saúde Bucal (ASB);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;11/2025;Técnico de Edificações;;5;-;2;;;;7;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-YANOMAMI-EDITAL-11_2025.pdf
DSEI Yanomami;RR;71/2026;SANITARISTA 40H;;1;*;1;*;*;;2+CR;;;bordered;2;https://agenciasus.org.br/shared-files/32848/?Anexos-de-processo-simplificado-sanitarista-Yanomami-.pdf
DSEI Interior Sul;SC;28/2026;Antropólogo;;;0;;;;0;1;DSEI ISUL (SEDE);=1;bordered;2;https://agenciasus.org.br/shared-files/28885/?Edital-de-Processo-Seletivo-Simplificado-no-282026-Anexos.pdf
DSEI Interior Sul;SC;28/2026;Assistente Administrativo;;;0;;;;0;1;POLO BASE BARRA DO RIBEIRO;=1;bordered;2;https://agenciasus.org.br/shared-files/28885/?Edital-de-Processo-Seletivo-Simplificado-no-282026-Anexos.pdf
DSEI Interior Sul;SC;28/2026;Assistente Social;;;0;;;;0;1;POLO BASE ARAQUARI;=1;bordered;2;https://agenciasus.org.br/shared-files/28885/?Edital-de-Processo-Seletivo-Simplificado-no-282026-Anexos.pdf
DSEI Interior Sul;SC;28/2026;Auxiliar de Saúde Bucal;;;0;;;;0;1;POLO BASE ARAQUARI;=1;bordered;2;https://agenciasus.org.br/shared-files/28885/?Edital-de-Processo-Seletivo-Simplificado-no-282026-Anexos.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Analista Técnico de Saúde Indígena;5;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Assistente Administrativo;8;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Analista Especializado de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Auxiliar Administrativo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Antropólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Apoiador Técnico em Saúde;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Arquiteto e Urbanista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Assistente Social;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Biólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Auxiliar de Saúde Bucal (ASB);1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Enfermeiro;10;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico de Edificações;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Engenheiro Civil;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico de Enfermagem;21;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Engenheiro Eletricista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico de Laboratório;2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Engenheiro Sanitarista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico de Saúde Bucal (TSB);2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Farmacêutico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico Eletrotécnico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Geólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Técnico em Nutrição Dietética;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Médico Veterinário;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Nutricionista;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Pedagogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Psicólogo;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Químico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Supervisor de Saúde Ambiental;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Médio Rio Solimões e Afluentes;AM;04/2025;Terapeuta Ocupacional;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_04-2025-DSEI_Medio_Rio_Solimoes.pdf
DSEI Guamá-Tocantins;PA;72/2026;AGENTE DE COMBATE A ENDEMIAS;;CR;CR;CR;CR;CR;;CR;PB PARAGOMINAS;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;ANALISTA TÉCNICO DE SAÚDE INDIGENA;;1;CR;1;CR;CR;;2 + CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;APOIADOR TÉCNICO DE SANEAMENTO;;CR;CR;CR;CR;CR;;CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;APOIADOR TÉCNICO EM SAÚDE;;CR;CR;CR;CR;CR;;CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;ASSISTENTE ADMINISTRATIVO;;CR;CR;CR;CR;CR;;CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;ASSISTENTE SOCIAL;;CR;CR;CR;CR;CR;;CR;CASAI MARABÁ;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;AUXILIAR ADMINISTRATIVO;;CR;CR;CR;CR;CR;;CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Guamá-Tocantins;PA;72/2026;AUXILIAR DE SAÚDE BUCAL;;CR;CR;CR;CR;CR;;CR;SEDE;;bordered;2;https://agenciasus.org.br/shared-files/32987/?Anexos-DSEI-GUATOC-.pdf
DSEI Litoral Sul;PR;80/2025;Analista Técnico de Saúde Indígena;;CR;-;;;;-;CR;SEDE DSEI LSUL;;bordered;1;https://agenciasus.org.br/shared-files/20104/?Edital-No-80-–-Retificacao-ANEXO-II-Quadro-de-vagas.pdf
DSEI Litoral Sul;PR;80/2025;Apoiador Técnico de Saneamento;;01 + CR;-;;;;-;01 + CR;SEDE DSEI LSUL;;bordered;1;https://agenciasus.org.br/shared-files/20104/?Edital-No-80-–-Retificacao-ANEXO-II-Quadro-de-vagas.pdf
DSEI Litoral Sul;PR;80/2025;Apoiador Técnico em Saúde;;CR;-;;;;-;CR;SEDE DSEI LSUL;;bordered;1;https://agenciasus.org.br/shared-files/20104/?Edital-No-80-–-Retificacao-ANEXO-II-Quadro-de-vagas.pdf
DSEI Litoral Sul;PR;80/2025;Assistente Social;;01 + CR;-;;;;-;01 + CR;MONGAGUÁ;;bordered;1;https://agenciasus.org.br/shared-files/20104/?Edital-No-80-–-Retificacao-ANEXO-II-Quadro-de-vagas.pdf
DSEI Altamira;PA;78/2025;Analista Técnico de Saúde Indígena;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Apoiador Técnico de Saneamento;;01 + CR;-;;;;-;01;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Apoiador Técnico em Saúde;;01 + CR;-;;;;-;01;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Assistente Social;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Antropólogo;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Cirurgião Dentista (40h);;01 + CR;-;;;;01;02;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Enfermeiro;;02 + CR;-;;;;-;02;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Engenheiro Civil;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Farmacêutico;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Nutricionista;;01 + CR;-;;;;-;01;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Psicólogo;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Supervisor de Saúde Ambiental;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Agente de Combate a Endemias;;02 + CR;-;;;;01;03;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Auxiliar Administrativo;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico de Edificações;;01 + CR;-;;;;1;02;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico de Enfermagem;;15 + CR;02;;;;08;25;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico em Saúde Bucal (TSB);;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico de Laboratório;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico Eletrotécnico;;01 + CR;-;;;;-;01;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Altamira;PA;78/2025;Técnico em Saneamento e Controle Ambiental;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19278/?ANEXOS_DSEI-ALTAMIRA.pdf
DSEI Mato Grosso do Sul;MS;12/2025;ENFERMEIRO;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MATO-GROSSO-DO-SUL-EDITAL-12_2025.pdf
DSEI Mato Grosso do Sul;MS;12/2025;FARMACÊUTICO;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MATO-GROSSO-DO-SUL-EDITAL-12_2025.pdf
DSEI Mato Grosso do Sul;MS;12/2025;TÉCNICO EM EDIFICAÇÕES;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MATO-GROSSO-DO-SUL-EDITAL-12_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Analista Técnico de Saúde Indígena;;3;-;2;;;;5;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Analista Especializado de Saúde Indígena;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Antropólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Apoiador Técnico de Saneamento;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Apoiador Técnico em Saúde;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Arquiteto e Urbanista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Assistente Social;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Biólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Cirurgião Dentista (40h);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Enfermeiro;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Engenheiro Civil;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Engenheiro Eletricista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Engenheiro Sanitarista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Farmacêutico;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Fisioterapeuta;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Geólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Médico (20h);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Médico (40h);;3;-;1;;;;4;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Médico Veterinário;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Nutricionista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Pedagogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Minas Gerais e Espírito Santo;MG;13/2025;Psicólogo;;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-MINAS-GERAIS-E-ESPIRITO-SANTO-EDITAL-13_2025.pdf
DSEI Kaiapó de Mato Grosso;MT;14/2025;Analista Técnico de Saúde Indígena;;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-KAIAPO-DO-MATO-GROSSO-EDITAL-14_2025.pdf
DSEI Kaiapó de Mato Grosso;MT;14/2025;Analista Especializado de Saúde Indígena;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-KAIAPO-DO-MATO-GROSSO-EDITAL-14_2025.pdf
