Unidade;UF;Edital;Cargo;Vagas;Ampla_Concorrencia;PcD;Pretos_Pardos;Indigenas;Quilombolas;PPIQ;Total;Lotacao;Outros;Formato;Pagina_PDF;Fonte_PDF
DSEI Alto Rio Negro;AM;92/2025;Engenheiro Civil;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Engenheiro Eletricista;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Engenheiro Sanitarista;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Farmacêutico;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Fisioterapeuta;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Geólogo;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Médico (20h);;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Médico (40h);;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Médico Veterinário;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Negro;AM;92/2025;Nutricionista;;CR;-;;;;CR;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19335/?Edital-No-92-Retificacao-Anexos.pdf
DSEI Alto Rio Purus;AC;81/2025;Antropólogo;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Apoiador Técnico de Saneamento;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Apoiador Técnico em Saúde;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Assistente Social;;1 + CR;-;;;;1;2;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Cirurgião Dentista (40h);;1 + CR;-;;;;-;1;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Enfermeiro;;1 + CR;-;;;;1;2;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Engenheiro Civil;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Engenheiro Eletricista;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Farmacêutico;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Fisioterapeuta;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Nutricionista;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Psicólogo;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Supervisor de Saúde Ambiental;;CR;-;;;;-;CR;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Agente de Combate a Endemias;;1 + CR;-;;;;-;1;Área de abrangência do DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Assistente Administrativo;;1 + CR;-;;;;-;1;Pauini-AM;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;81/2025;Assistente Administrativo;;CR;-;;;;-;CR;Boca do Acre AM;;bordered;2;https://agenciasus.org.br/shared-files/20137/?Edital-no-81-2-ANEXOS-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Solimões;AM;03/2025;Analista Técnico de Saúde Indígena;6;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Assistente Administrativo;9;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Analista Especializado de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Auxiliar Administrativo;2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Antropólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Apoiador Técnico em Saúde;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Arquiteto e Urbanista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Assistente Social;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Biólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Auxiliar de Saúde Bucal (ASB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Enfermeiro;5;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico de Edificações;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Engenheiro Civil;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico de Enfermagem;8;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Engenheiro Eletricista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico de Laboratório;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Engenheiro Sanitarista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico de Saúde Bucal (TSB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Farmacêutico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico Eletrotécnico;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Geólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Técnico em Nutrição Dietética;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Médico Veterinário;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Nutricionista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Pedagogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Psicólogo;2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Químico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Supervisor de Saúde Ambiental;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;Terapeuta Ocupacional;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Bahia;BA;95/2025;Assistente Social;;1 + CR;-;;;;-;1 + CR;Sede DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Cirurgião Dentista (40h);;1 + CR;-;;;;-;1 + CR;PB Porto Seguro;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Enfermeiro;;1 + CR;-;;;;-;1 + CR;PB Pau Brasil;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Supervisor de Saúde Ambiental;;1 + CR;-;;;;-;1 + CR;Sede DSEI;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Técnico de Enfermagem;;1+ CR;-;;;;-;1+ CR;PB Euclides Cunha;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Técnico de Saúde Bucal (TSB);;1 + CR;-;;;;-;1 + CR;PB Itamaraju;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;Técnico Eletrotécnico;;1 + CR;-;;;;-;1 + CR;PB Ilhéus;;bordered;2;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Ceará;CE;72/2025;Cirurgião Dentista (40h);;CR;;;;;-;CR;Abrangência DSEI/CE Polos Base do Estado do Ceará.;;bordered;2;https://agenciasus.org.br/shared-files/18612/?ANEXOS-DSEI-CEARA.pdf
DSEI Ceará;CE;72/2025;Enfermeiro;;1 + CR;;;;;-;1 + CR;PB Anacé/Caucaia;;bordered;2;https://agenciasus.org.br/shared-files/18612/?ANEXOS-DSEI-CEARA.pdf
DSEI Ceará;CE;72/2025;Auxiliar de Saúde Bucal (ASB);;1 + CR;;;;;-;1 + CR;PB Aratuba;;bordered;2;https://agenciasus.org.br/shared-files/18612/?ANEXOS-DSEI-CEARA.pdf
DSEI Ceará;CE;72/2025;Técnico de Enfermagem;;1 + CR;;;;;-;1 + CR;PB Crateús Quiterianópolis Quiterianópolis/Novo Oriente/Crateús;;bordered;2;https://agenciasus.org.br/shared-files/18612/?ANEXOS-DSEI-CEARA.pdf
DSEI Cuiabá;MT;03/2025;Analista Técnico de Saúde Indígena;3;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Assistente Administrativo;7;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Analista Especializado de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Auxiliar Administrativo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Antropólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Apoiador Técnico em Saúde;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Arquiteto e Urbanista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Assistente Social;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Biólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Auxiliar de Saúde Bucal (ASB);1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Enfermeiro;2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico de Edificações;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Engenheiro Civil;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico de Enfermagem;11;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Engenheiro Eletricista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico de Laboratório;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Engenheiro Sanitarista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico de Saúde Bucal (TSB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Farmacêutico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico Eletrotécnico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Geólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Técnico em Nutrição Dietética;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Médico Veterinário;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Nutricionista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Pedagogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Psicólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Químico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Supervisor de Saúde Ambiental;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;Terapeuta Ocupacional;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Interior Sul;SC;83/2025;Analista Técnico de Saúde Indígena;;CR;-;;;;-;CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Antropólogo;;01 + CR;-;;;;-;01 + CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Apoiador Técnico em Saúde;;CR;-;;;;-;CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Apoiador Técnico de Saneamento;;CR;-;;;;-;CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Cirurgião Dentista (40h);;01 + CR;-;;;;-;01 + CR;Polo Base Osório;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Enfermeiro;;01 + CR;-;;;;-;05 + CR;Polo Base Florianópolis;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Engenheiro Civil;;CR;-;;;;-;CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Engenheiro Sanitarista;;CR;-;;;;-;CR;Sede DSEI/ISUL;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;Farmacêutico;;01 + CR;-;;;;-;02 + CR;Polo Base José Boiteux;;bordered;2;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Kaiapó do Pará;PA;06/2025;Analista Técnico de Saúde Indígena;3;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Assistente Administrativo;8;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Analista Especializado de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Auxiliar Administrativo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Antropólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Apoiador Técnico em Saúde;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Arquiteto e Urbanista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Assistente Social;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Biólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Auxiliar de Saúde Bucal (ASB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Enfermeiro;4;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Técnico de Edificações;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Engenheiro Civil;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Técnico de Enfermagem;11;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Engenheiro Eletricista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Técnico de Laboratório;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Engenheiro Sanitarista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
